"no","generasi","pertanyaan","pertanyaan_ner","lapis_terjemahan","sql_asli_1baris","sql_dipakai_1baris","error"
"11","v1","tampilkan urutan data nama sarana produksi dengan hasil pengawasan akhir dari pusat yang memiliki obat tradisional; suplemen kesehatan; obat kuasi dengan penandaan yang tidak memenuhi ketentuan diurut","tampilkan urutan data nama <FACILITY TYPE> dengan hasil pengawasan akhir dari pusat yang memiliki <COMMODITY NAME>; <COMMODITY NAME>; <COMMODITY NAME> dengan penandaan yang tidak memenuhi ketentuan di","relasi vw_penandaan→mv_penandaan","SELECT nama_produk FROM vw_penandaan WHERE lower(komoditi) IN ('obat tradisional (ot)', 'suplemen kesehatan', 'obat kuasi') AND kesimpulan_penilaian_pusat = 'TMK' GROUP BY nama_produk ORDER BY COUNT(*) DESC;","SELECT nama_produk FROM mv_penandaan WHERE lower(komoditi) IN ('obat tradisional (ot)', 'suplemen kesehatan', 'obat kuasi') AND kesimpulan_penilaian_pusat = 'TMK' GROUP BY nama_produk ORDER BY COUNT(*) DESC;",""
"12","v1","urutkan nama kemasan yang memiliki kesimpulan akhir pengawasan penandaan tmk paling banyak sampai dengan paling rendah.","urutkan nama kemasan yang memiliki kesimpulan akhir <CONCLUSION TYPE> paling banyak sampai dengan paling rendah.","relasi vw_penandaan→mv_penandaan","SELECT nama_produk FROM vw_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' GROUP BY nama_produk ORDER BY count(*) DESC;","SELECT nama_produk FROM mv_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' GROUP BY nama_produk ORDER BY count(*) DESC;",""
"13","v1","urutkan nama kemasan yang memiliki kesimpulan akhir pengawasan penandaan tmk paling banyak sampai dengan paling rendah.","urutkan nama kemasan yang memiliki kesimpulan akhir <CONCLUSION TYPE> paling banyak sampai dengan paling rendah.","relasi vw_penandaan→mv_penandaan","SELECT nama_produk, count(*) FROM vw_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' GROUP BY nama_produk ORDER BY COUNT(*) DESC;","SELECT nama_produk, count(*) FROM mv_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' GROUP BY nama_produk ORDER BY COUNT(*) DESC;",""
"14","v2","berikan top 5 upt yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt memenuhi ketentuan?","berikan top 5 upt yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt <CONCLUSION TYPE>?","relasi vw_penandaan→mv_penandaan","SELECT nama_balai, count(*) FROM vw_penandaan WHERE kesimpulan_penilaian_pusat = 'MK' GROUP BY nama_balai ORDER BY COUNT(*) DESC LIMIT 5","SELECT nama_balai, count(*) FROM mv_penandaan WHERE kesimpulan_penilaian_pusat = 'MK' GROUP BY nama_balai ORDER BY COUNT(*) DESC LIMIT 5",""
"15","v2","berikan top 5 upt yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt tidak memenuhi ketentuan?","berikan top 5 upt yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt <CONCLUSION TYPE>?","relasi vw_penandaan→mv_penandaan","SELECT nama_balai, count(*) FROM vw_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' GROUP BY nama_balai ORDER BY COUNT(*) DESC LIMIT 5","SELECT nama_balai, count(*) FROM mv_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' GROUP BY nama_balai ORDER BY COUNT(*) DESC LIMIT 5",""
"16","v2","tampilkan data obat tradisional; suplemen kesehatan; obat kuasi hasil pengawasan penandaan yang merupakan kategori obat tradisional; suplemen kesehatan; obat kuasi dan klaim dalam promosi/iklan.","tampilkan data <CLASSIFICATION>; <CLASSIFICATION>; <CLASSIFICATION> hasil pengawasan penandaan yang merupakan kategori <CLASSIFICATION>; <CLASSIFICATION>; <CLASSIFICATION> dan klaim dalam promosi/ikla","relasi vw_penandaan→mv_penandaan","SELECT * FROM public.vw_penandaan WHERE komoditi IN ('OBAT TRADISIONAL (OT)', 'SUPLEMEN KESEHATAN', 'OBAT KUASI');","SELECT * FROM mv_penandaan WHERE komoditi IN ('OBAT TRADISIONAL (OT)', 'SUPLEMEN KESEHATAN', 'OBAT KUASI');",""
"17","v2","tampilkan nama upt yang tidak melakukan input catatan tmk pada hasil pengawasan penandaan dengan kesimpulan tmk.","tampilkan nama upt yang tidak melakukan input catatan <CONCLUSION TYPE> pada hasil pengawasan penandaan dengan kesimpulan <CONCLUSION TYPE>.","relasi vw_penandaan→mv_penandaan","SELECT nama_balai, count(*) as jumlah_penandaan FROM public.vw_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' AND (catatan IS NULL OR catatan = '') group by nama_balai order by jumlah_penandaan desc;","SELECT nama_balai, count(*) as jumlah_penandaan FROM mv_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' AND (catatan IS NULL OR catatan = '') group by nama_balai order by jumlah_penandaan desc;",""
"18","v2","tampilkan nama upt yang tidak melakukan input catatan tmk pada hasil pengawasan penandaan dengan kesimpulan tmk.","tampilkan nama upt yang tidak melakukan input catatan <CONCLUSION TYPE> pada hasil pengawasan penandaan dengan kesimpulan <CONCLUSION TYPE>.","relasi vw_penandaan→mv_penandaan","SELECT nama_balai, count(*) as jumlah_penandaan FROM public.vw_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' AND (catatan IS NULL OR catatan = '') group by nama_balai order by jumlah_penandaan desc;","SELECT nama_balai, count(*) as jumlah_penandaan FROM mv_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' AND (catatan IS NULL OR catatan = '') group by nama_balai order by jumlah_penandaan desc;",""
"19","v2","tampilkan urutan data nama sarana produksi dengan hasil pengawasan akhir dari pusat yang memiliki obat tradisional; suplemen kesehatan; obat kuasi dengan penandaan yang tidak memenuhi ketentuan diurut","tampilkan urutan data nama <FACILITY TYPE> dengan hasil pengawasan akhir dari pusat yang memiliki <COMMODITY NAME>; <COMMODITY NAME>; <COMMODITY NAME> dengan penandaan yang tidak memenuhi ketentuan di","relasi vw_penandaan→mv_penandaan","SELECT produsen, COUNT(*) AS jumlah_temuan FROM public.vw_penandaan WHERE komoditi IN ('OBAT TRADISIONAL (OT)', 'SUPLEMEN KESEHATAN', 'OBAT KUASI') AND kesimpulan_penilaian_pusat = 'TMK' GROUP BY produsen ORDER BY jumlah_temuan DESC;","SELECT produsen, COUNT(*) AS jumlah_temuan FROM mv_penandaan WHERE komoditi IN ('OBAT TRADISIONAL (OT)', 'SUPLEMEN KESEHATAN', 'OBAT KUASI') AND kesimpulan_penilaian_pusat = 'TMK' GROUP BY produsen ORDER BY jumlah_temuan DESC;",""
"20","v2","upt mana saja yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt memenuhi ketentuan?","upt mana saja yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt <CONCLUSION TYPE>?","relasi vw_penandaan→mv_penandaan","SELECT nama_balai FROM vw_penandaan WHERE kesimpulan_penilaian_pusat = 'MK' GROUP BY nama_balai ORDER BY COUNT(*) DESC LIMIT 10;","SELECT nama_balai FROM mv_penandaan WHERE kesimpulan_penilaian_pusat = 'MK' GROUP BY nama_balai ORDER BY COUNT(*) DESC LIMIT 10;",""
"21","v2","upt mana saja yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt tidak memenuhi ketentuan?","upt mana saja yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt <CONCLUSION TYPE>?","relasi vw_penandaan→mv_penandaan","SELECT nama_balai FROM vw_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' GROUP BY nama_balai ORDER BY count(*) DESC LIMIT 10;","SELECT nama_balai FROM mv_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' GROUP BY nama_balai ORDER BY count(*) DESC LIMIT 10;",""
"22","v2","urutkan nama kemasan yang memiliki kesimpulan akhir pengawasan penandaan tmk paling banyak sampai dengan paling rendah.","urutkan nama kemasan yang memiliki kesimpulan akhir <CONCLUSION TYPE> paling banyak sampai dengan paling rendah.","relasi vw_penandaan→mv_penandaan","SELECT nama_produk, count(*) FROM vw_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' GROUP BY nama_produk ORDER BY COUNT(*) DESC;","SELECT nama_produk, count(*) FROM mv_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' GROUP BY nama_produk ORDER BY COUNT(*) DESC;",""
"23","v2","urutkan nama kemasan yang memiliki kesimpulan akhir pengawasan penandaan tmk paling banyak sampai dengan paling rendah.","urutkan nama kemasan yang memiliki kesimpulan akhir <CONCLUSION TYPE> paling banyak sampai dengan paling rendah.","relasi vw_penandaan→mv_penandaan","SELECT nama_produk, count(*) FROM vw_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' GROUP BY nama_produk ORDER BY COUNT(*) DESC;","SELECT nama_produk, count(*) FROM mv_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' GROUP BY nama_produk ORDER BY COUNT(*) DESC;",""
"24","v3","Berdasarkan kabupaten/kota, tampilkan jumlah perbedaan kesimpulan balai dengan pusat saat kesimpulan penilaian pusat = TMK untuk tahun 2025","Berdasarkan kabupaten/kota, tampilkan jumlah perbedaan kesimpulan balai dengan pusat saat kesimpulan penilaian pusat = <CONCLUSION TYPE> untuk tahun <YEAR>","-","SELECT mp.kabupaten, COUNT(*) AS jumlah_perbedaan FROM mv_penandaan mp WHERE mp.kesimpulan_penilaian_balai IS NOT NULL AND mp.kesimpulan_penilaian_pusat IS NOT NULL AND LOWER(mp.kesimpulan_penilaian_balai) <> LOWER(mp.kesimpulan_penilaian_pusat) and mp.kesimpulan_penilaian_pusat = 'TMK' and extract(year from mp.tgl_end) = 2025 GROUP BY mp.kabupaten ORDER BY jumlah_perbedaan DESC;","SELECT mp.kabupaten, COUNT(*) AS jumlah_perbedaan FROM mv_penandaan mp WHERE mp.kesimpulan_penilaian_balai IS NOT NULL AND mp.kesimpulan_penilaian_pusat IS NOT NULL AND LOWER(mp.kesimpulan_penilaian_balai) <> LOWER(mp.kesimpulan_penilaian_pusat) and mp.kesimpulan_penilaian_pusat = 'TMK' and extract(year from mp.tgl_end) = 2025 GROUP BY mp.kabupaten ORDER BY jumlah_perbedaan DESC;","ERROR: column mp.kabupaten does not exist"
"25","v3","Berdasarkan produsen dua kelinci, tampilkan berapa jumlah label yang dilaporkan MK atau TMK beserta jumlah perbedaan antara kesimpulan balai dengan pusat","Berdasarkan produsen <COMPANY NAME>, tampilkan berapa jumlah label yang dilaporkan MK atau TMK beserta jumlah perbedaan antara kesimpulan balai dengan pusat","-","select mp.pendaftar, count(*) as total_laporan, sum(case when lower(mp.kesimpulan_penilaian_pusat) = 'mk' then 1 else 0 end) as jumlah_mk_pusat, sum(case when lower(mp.kesimpulan_penilaian_pusat) = 'tmk' then 1 else 0 end) as jumlah_tmk_pusat, sum(case when lower(mp.kesimpulan_penilaian_balai) = 'mk' then 1 else 0 end) as jumlah_mk_balai, sum(case when lower(mp.kesimpulan_penilaian_balai) = 'tmk' then 1 else 0 end) as jumlah_tmk_balai, sum(case when lower(mp.kesimpulan_penilaian_balai) <> lower(mp.kesimpulan_penilaian_pusat) and mp.kesimpulan_penilaian_balai is not null and mp.kesimpulan_penilaian_pusat is not null then 1 else 0 end) as jumlah_perbedaan_balai_pusat from mv_penandaan mp where lower(mp.pendaftar) like '%dua kelinci%' and mp.kesimpulan_penilaian_pusat is not null group by mp.pendaftar order by total_laporan desc;","select mp.pendaftar, count(*) as total_laporan, sum(case when lower(mp.kesimpulan_penilaian_pusat) = 'mk' then 1 else 0 end) as jumlah_mk_pusat, sum(case when lower(mp.kesimpulan_penilaian_pusat) = 'tmk' then 1 else 0 end) as jumlah_tmk_pusat, sum(case when lower(mp.kesimpulan_penilaian_balai) = 'mk' then 1 else 0 end) as jumlah_mk_balai, sum(case when lower(mp.kesimpulan_penilaian_balai) = 'tmk' then 1 else 0 end) as jumlah_tmk_balai, sum(case when lower(mp.kesimpulan_penilaian_balai) <> lower(mp.kesimpulan_penilaian_pusat) and mp.kesimpulan_penilaian_balai is not null and mp.kesimpulan_penilaian_pusat is not null then 1 else 0 end) as jumlah_perbedaan_balai_pusat from mv_penandaan mp where lower(mp.pendaftar) like '%dua kelinci%' and mp.kesimpulan_penilaian_pusat is not null group by mp.pendaftar order by total_laporan desc;",""
"26","v3","berikan top 5 upt yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt memenuhi ketentuan?","berikan top 5 upt yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt <CONCLUSION TYPE>?","-","SELECT nama_balai, count(*) FROM mv_penandaan WHERE kesimpulan_penilaian_pusat = 'MK' GROUP BY nama_balai ORDER BY COUNT(*) DESC LIMIT 5","SELECT nama_balai, count(*) FROM mv_penandaan WHERE kesimpulan_penilaian_pusat = 'MK' GROUP BY nama_balai ORDER BY COUNT(*) DESC LIMIT 5",""
"27","v3","berikan top 5 upt yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt memenuhi ketentuan?","berikan top 5 upt yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt <CONCLUSION TYPE>?","-","SELECT nama_balai, count(*) FROM mv_penandaan WHERE kesimpulan_penilaian_pusat = 'MK' GROUP BY nama_balai ORDER BY COUNT(*) DESC LIMIT 5","SELECT nama_balai, count(*) FROM mv_penandaan WHERE kesimpulan_penilaian_pusat = 'MK' GROUP BY nama_balai ORDER BY COUNT(*) DESC LIMIT 5",""
"28","v3","berikan top 5 upt yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt tidak memenuhi ketentuan?","berikan top 5 upt yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt <CONCLUSION TYPE>?","-","SELECT nama_balai, count(*) FROM mv_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' GROUP BY nama_balai ORDER BY COUNT(*) DESC LIMIT 5","SELECT nama_balai, count(*) FROM mv_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' GROUP BY nama_balai ORDER BY COUNT(*) DESC LIMIT 5",""
"29","v3","berikan top 5 upt yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt tidak memenuhi ketentuan?","berikan top 5 upt yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt <CONCLUSION TYPE>?","-","SELECT nama_balai, count(*) FROM mv_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' GROUP BY nama_balai ORDER BY COUNT(*) DESC LIMIT 5","SELECT nama_balai, count(*) FROM mv_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' GROUP BY nama_balai ORDER BY COUNT(*) DESC LIMIT 5",""
"30","v3","Tampilkan data gap/perbedaan hasil pengawasan penandaan obat antara pusat dan UPT","Tampilkan data gap/perbedaan hasil pengawasan penandaan <COMMODITY NAME> antara pusat dan UPT","-","SELECT mp.tgl_start, mp.kesimpulan_penilaian_balai, mp.kesimpulan_penilaian_pusat, COUNT(*) AS jumlah_gap FROM mv_penandaan mp WHERE mp.kesimpulan_penilaian_balai IS NOT NULL AND mp.kesimpulan_penilaian_pusat IS NOT NULL AND mp.kesimpulan_penilaian_balai <> mp.kesimpulan_penilaian_pusat GROUP BY mp.tgl_start, mp.kesimpulan_penilaian_balai, mp.kesimpulan_penilaian_pusat ORDER BY mp.tgl_start;","SELECT mp.tgl_start, mp.kesimpulan_penilaian_balai, mp.kesimpulan_penilaian_pusat, COUNT(*) AS jumlah_gap FROM mv_penandaan mp WHERE mp.kesimpulan_penilaian_balai IS NOT NULL AND mp.kesimpulan_penilaian_pusat IS NOT NULL AND mp.kesimpulan_penilaian_balai <> mp.kesimpulan_penilaian_pusat GROUP BY mp.tgl_start, mp.kesimpulan_penilaian_balai, mp.kesimpulan_penilaian_pusat ORDER BY mp.tgl_start;",""
"31","v3","tampilkan data obat tradisional; suplemen kesehatan; obat kuasi hasil pengawasan penandaan yang merupakan kategori obat tradisional; suplemen kesehatan; obat kuasi dan klaim dalam promosi/iklan.","tampilkan data <CLASSIFICATION>; <CLASSIFICATION>; <CLASSIFICATION> hasil pengawasan penandaan yang merupakan kategori <CLASSIFICATION>; <CLASSIFICATION>; <CLASSIFICATION> dan klaim dalam promosi/ikla","-","SELECT * FROM public.mv_penandaan WHERE komoditi IN ('OBAT TRADISIONAL (OT)', 'SUPLEMEN KESEHATAN', 'OBAT KUASI');","SELECT * FROM public.mv_penandaan WHERE komoditi IN ('OBAT TRADISIONAL (OT)', 'SUPLEMEN KESEHATAN', 'OBAT KUASI');",""
"32","v3","Tampilkan data pemenuhan timeline pengawasan oleh masing-masing UPT yang dapat diukur sejak tanggal pemeriksaan sampai dengan tanggal laporan dikirim ke Pusat oleh kepala UPT","Tampilkan data pemenuhan timeline pengawasan oleh masing-masing UPT yang dapat diukur sejak tanggal pemeriksaan sampai dengan tanggal laporan dikirim ke Pusat oleh kepala UPT","-","select mp.nama_balai, mp.id, mpt.tgl_start, mpt.tanggal_kirim_pusat, (mpt.mulai_kabalai + mpt.kabalai_direktur + mpt.direktur_pusat) as durasi_hari from mv_penandaan mp join mv_penandaan_timeline mpt on mp.id = mpt.id_penandaan where tanggal_kirim_direktur is not null order by 1, 2","select mp.nama_balai, mp.id, mpt.tgl_start, mpt.tanggal_kirim_pusat, (mpt.mulai_kabalai + mpt.kabalai_direktur + mpt.direktur_pusat) as durasi_hari from mv_penandaan mp join mv_penandaan_timeline mpt on mp.id = mpt.id_penandaan where tanggal_kirim_direktur is not null order by 1, 2",""
"33","v3","Tampilkan jumlah label tepat waktu yang telah dikirimkan ke pusat pada UPT tertentu pada tahun 2025 Hasil pengawasan label dikirimkan ke pusat maksimal tanggal 15 bulan berikutnya","Tampilkan jumlah label tepat waktu yang telah dikirimkan ke pusat pada UPT tertentu pada tahun <YEAR> Hasil pengawasan label dikirimkan ke pusat maksimal tanggal 15 bulan berikutnya","-","SELECT mp.nama_balai, COUNT(*) AS jumlah_laporan, SUM( CASE WHEN mpt.tanggal_kirim_kabalai < (DATE_TRUNC('month', mp.tgl_start) + INTERVAL '1 month' + INTERVAL '14 day') THEN 1 ELSE 0 END ) AS laporan_tepat_waktu, ROUND( SUM( CASE WHEN mpt.tanggal_kirim_kabalai < (DATE_TRUNC('month', mp.tgl_start) + INTERVAL '1 month' + INTERVAL '14 day') THEN 1 ELSE 0 END )::DECIMAL / COUNT(*) * 100, 2 ) AS persentase_tepat_waktu FROM mv_penandaan mp JOIN mv_penandaan_timeline mpt ON mp.id = mpt.id_penandaan WHERE EXTRACT(YEAR FROM mpt.tanggal_kirim_kabalai) = 2025 GROUP BY mp.nama_balai ORDER BY mp.nama_balai;","SELECT mp.nama_balai, COUNT(*) AS jumlah_laporan, SUM( CASE WHEN mpt.tanggal_kirim_kabalai < (DATE_TRUNC('month', mp.tgl_start) + INTERVAL '1 month' + INTERVAL '14 day') THEN 1 ELSE 0 END ) AS laporan_tepat_waktu, ROUND( SUM( CASE WHEN mpt.tanggal_kirim_kabalai < (DATE_TRUNC('month', mp.tgl_start) + INTERVAL '1 month' + INTERVAL '14 day') THEN 1 ELSE 0 END )::DECIMAL / COUNT(*) * 100, 2 ) AS persentase_tepat_waktu FROM mv_penandaan mp JOIN mv_penandaan_timeline mpt ON mp.id = mpt.id_penandaan WHERE EXTRACT(YEAR FROM mpt.tanggal_kirim_kabalai) = 2025 GROUP BY mp.nama_balai ORDER BY mp.nama_balai;",""
"34","v3","tampilkan nama upt yang tidak melakukan input catatan tmk pada hasil pengawasan penandaan dengan kesimpulan tmk.","tampilkan nama upt yang tidak melakukan input catatan <CONCLUSION TYPE> pada hasil pengawasan penandaan dengan kesimpulan <CONCLUSION TYPE>.","-","SELECT nama_balai, count(*) as jumlah_penandaan FROM public.mv_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' AND (catatan IS NULL OR catatan = '') group by nama_balai order by jumlah_penandaan desc;","SELECT nama_balai, count(*) as jumlah_penandaan FROM public.mv_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' AND (catatan IS NULL OR catatan = '') group by nama_balai order by jumlah_penandaan desc;",""
"35","v3","tampilkan nama upt yang tidak melakukan input catatan tmk pada hasil pengawasan penandaan dengan kesimpulan tmk.","tampilkan nama upt yang tidak melakukan input catatan <CONCLUSION TYPE> pada hasil pengawasan penandaan dengan kesimpulan <CONCLUSION TYPE>.","-","SELECT nama_balai, count(*) as jumlah_penandaan FROM public.mv_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' AND (catatan IS NULL OR catatan = '') group by nama_balai order by jumlah_penandaan desc;","SELECT nama_balai, count(*) as jumlah_penandaan FROM public.mv_penandaan WHERE kesimpulan_penilaian_pusat = 'TMK' AND (catatan IS NULL OR catatan = '') group by nama_balai order by jumlah_penandaan desc;",""
