"no","generasi","pertanyaan","tabel_dipakai","pakai_agregasi","status_sebelum","status_sesudah","baris_hasil","kode_diagnosa","penjelasan_sebab"
"17","v2","tampilkan nama upt yang tidak melakukan input catatan tmk pada hasil pengawasan penandaan dengan kesimpulan tmk.","mv_penandaan","ya","ERR_SCHEMA","OK","84","PULIH_RELASI","Pulih setelah penyesuaian relasi ke skema live"
"18","v2","tampilkan nama upt yang tidak melakukan input catatan tmk pada hasil pengawasan penandaan dengan kesimpulan tmk.","mv_penandaan","ya","ERR_SCHEMA","OK","84","PULIH_RELASI","Pulih setelah penyesuaian relasi ke skema live"
"19","v2","tampilkan urutan data nama sarana produksi dengan hasil pengawasan akhir dari pusat yang memiliki obat tradisional; suplemen kesehatan; obat kuasi dengan penandaan yang tidak memenuhi ketentuan diurut","mv_penandaan","ya","ERR_SCHEMA","OK","1228","PULIH_RELASI","Pulih setelah penyesuaian relasi ke skema live"
"20","v2","upt mana saja yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt memenuhi ketentuan?","mv_penandaan","ya","ERR_SCHEMA","OK","10","PULIH_RELASI","Pulih setelah penyesuaian relasi ke skema live"
"21","v2","upt mana saja yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt tidak memenuhi ketentuan?","mv_penandaan","ya","ERR_SCHEMA","OK","10","PULIH_RELASI","Pulih setelah penyesuaian relasi ke skema live"
"22","v2","urutkan nama kemasan yang memiliki kesimpulan akhir pengawasan penandaan tmk paling banyak sampai dengan paling rendah.","mv_penandaan","ya","ERR_SCHEMA","OK","15529","PULIH_RELASI","Pulih setelah penyesuaian relasi ke skema live"
"23","v2","urutkan nama kemasan yang memiliki kesimpulan akhir pengawasan penandaan tmk paling banyak sampai dengan paling rendah.","mv_penandaan","ya","ERR_SCHEMA","OK","15529","PULIH_RELASI","Pulih setelah penyesuaian relasi ke skema live"
"24","v3","Berdasarkan kabupaten/kota, tampilkan jumlah perbedaan kesimpulan balai dengan pusat saat kesimpulan penilaian pusat = TMK untuk tahun 2025","mv_penandaan + mp","ya","ERR_SCHEMA","ERR_SCHEMA","","ERR_KOLOM_DIHAPUS","Kolom mp.kabupaten sudah dihapus dari skema live (provinsi/kabupaten) — tidak bisa ditulis ulang, NOT COVERED"
"25","v3","Berdasarkan produsen dua kelinci, tampilkan berapa jumlah label yang dilaporkan MK atau TMK beserta jumlah perbedaan antara kesimpulan balai dengan pusat","mv_penandaan","ya","OK","OK","3","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"26","v3","berikan top 5 upt yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt memenuhi ketentuan?","mv_penandaan","ya","OK","OK","5","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"27","v3","berikan top 5 upt yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt memenuhi ketentuan?","mv_penandaan","ya","OK","OK","5","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"28","v3","berikan top 5 upt yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt tidak memenuhi ketentuan?","mv_penandaan","ya","OK","OK","5","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"29","v3","berikan top 5 upt yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt tidak memenuhi ketentuan?","mv_penandaan","ya","OK","OK","5","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"30","v3","Tampilkan data gap/perbedaan hasil pengawasan penandaan obat antara pusat dan UPT","mv_penandaan","ya","OK","OK","6988","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"31","v3","tampilkan data obat tradisional; suplemen kesehatan; obat kuasi hasil pengawasan penandaan yang merupakan kategori obat tradisional; suplemen kesehatan; obat kuasi dan klaim dalam promosi/iklan.","mv_penandaan","tidak","OK","OK","52685","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"32","v3","Tampilkan data pemenuhan timeline pengawasan oleh masing-masing UPT yang dapat diukur sejak tanggal pemeriksaan sampai dengan tanggal laporan dikirim ke Pusat oleh kepala UPT","mv_penandaan + mv_penandaan_timeline","tidak","OK","OK","212688","OK_TAPI_RAKSASA","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah. TAPI hasilnya 212,688 baris tanpa agregasi — jalan, bukan jawaban"
"33","v3","Tampilkan jumlah label tepat waktu yang telah dikirimkan ke pusat pada UPT tertentu pada tahun 2025 Hasil pengawasan label dikirimkan ke pusat maksimal tanggal 15 bulan berikutnya","mv_penandaan + mv_penandaan_timeline + mpt","ya","OK","OK","77","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"34","v3","tampilkan nama upt yang tidak melakukan input catatan tmk pada hasil pengawasan penandaan dengan kesimpulan tmk.","mv_penandaan","ya","OK","OK","84","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"35","v3","tampilkan nama upt yang tidak melakukan input catatan tmk pada hasil pengawasan penandaan dengan kesimpulan tmk.","mv_penandaan","ya","OK","OK","84","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"36","v3","Tampilkan rekapitulasi jumlah laporan pengawasan penandaan dengan hasil kesimpulan akhir yaitu memenuhi ketentuan berdasarkan tanggal proses direktur untuk tahun 2025","mv_penandaan + mv_penandaan_timeline + mp","ya","OK","OK","214","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"37","v3","tampilkan rekapitulasi jumlah laporan pengawasan penandaan dengan hasil kesimpulan akhir yaitu tidak memenuhi ketentuan berdasarkan tanggal proses direktur","mv_penandaan + mv_penandaan_timeline + mp","ya","OK","OK","214","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"38","v3","Tampilkan rekapitulasi jumlah laporan pengawasan penandaan masing-masing UPT yang telah dikirim ke Pusat pada tahun 2025","mv_penandaan + mp","ya","OK","OK","229","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"39","v3","tampilkan urutan data nama sarana produksi dengan hasil pengawasan akhir dari pusat yang memiliki obat tradisional; suplemen kesehatan; obat kuasi dengan penandaan yang tidak memenuhi ketentuan diurut","mv_penandaan","ya","OK","OK","1228","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"40","v3","upt mana saja yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt memenuhi ketentuan?","mv_penandaan","ya","OK","OK","10","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"41","v3","upt mana saja yang paling banyak melaporkan hasil pemeriksaan penandaan dengan kesimpulan upt tidak memenuhi ketentuan?","mv_penandaan","ya","OK","OK","10","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"42","v3","urutkan nama kemasan yang memiliki kesimpulan akhir pengawasan penandaan tmk paling banyak sampai dengan paling rendah.","mv_penandaan","ya","OK","OK","15529","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"43","v3","urutkan nama kemasan yang memiliki kesimpulan akhir pengawasan penandaan tmk paling banyak sampai dengan paling rendah.","mv_penandaan","ya","OK","OK","15529","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
